NO,등록번호,제호,기관명,종별,간별,발행인,편집인,인쇄소,유형,보급지역,상세지역,법인명,등록일,발행소명,발행소 우편번호,발행소 주소,발행소 전화번호
12948,라00006,큐스포츠,하남,잡지,월간,방기송,방기송,㈜정민피앤피,개인,전국,,,2016-01-28,큐스포츠,13006,"경기 하남시 감일백제로 70, 203동 1103호(감이동, 더샵 포웰시티)",010-****-1143
12947,아00225,드림투데이,광주광역시,인터넷신문,인터넷신문,오성수,오성수,,법인,전국,,주식회사 드림미디어,2016-01-28,주식회사 드림미디어,61234,"광주광역시  북구  무등로 254, 3층   (중흥동)",062-520-8000
12946,라00230,아가페  큰사랑,금천,잡지,월간,김태진,김태진,(주)태웅인쇄사,개인,전국,,,2016-01-27,김태진,,서울특별시 금천구 남부순환로 1426-2 5층,02-858-0344
12945,아02330,인터넷창녕신문,경상남도,인터넷신문,인터넷신문,유영숙,유영숙,,법인,전국,,주식회사 창녕신문,2016-01-27,주식회사 창녕신문,50328,"경남 창녕군 창녕읍 종로 38-5, 에이동 1층 (교상리)",055-533-0207
12944,아04024,그린타임즈,서울특별시,인터넷신문,인터넷신문,유은희,장재진,,법인,전국,,,2016-01-27,(주)그린플루언서신문,07207,"서울특별시 영등포구 양평로 149, A동 1305호 (양평동5가, 선유도우림라이온스밸리)",02-1522-3329
12943,라00047,매거진 호남,전주,정보간행물,월간,소병록,소병록,성광기획(주),개인,지역,,,2016-01-27,,54999,"전북 전주시 완산구 전주객사3길 62 (고사동, 뉴롯데오피스텔) 1301호",063-286-7766
12942,아04023,한의신문,서울특별시,인터넷신문,인터넷신문,윤성찬,정유옹,,법인,전국,,사단법인 대한한의사협회,2016-01-26,사단법인 대한한의사협회,157801,"서울특별시 강서구 허준로 91 (가양동, 대한한의사협회)",02-2657-5080
12941,아04022,스터디뉴스,서울특별시,인터넷신문,인터넷신문,원용수,원용수,,법인,전국,,(주)더블유에이치와이,2016-01-26,(주)더블유에이치와이,06186,"서울 강남구 삼성로 336, 501호 (대치동, 한림빌딩)",02-337-8820
12940,아00193,나우경제,대구광역시,인터넷신문,인터넷신문,채희영,권혁,,개인,전국,,,2016-01-26,,42209,"대구광역시 수성구 지범로 196, 3층(범물동)",-1833-8110
12939,사00005,링크(LINK),강서,잡지,연2회간,안은영,안은영,진영인쇄기획,개인,전국,,,2016-01-25,,06542,서울 서초구 사평대로55길 21-3 (반포동),010-****-3877
12938,자00512,포룸투데이(4ROOMS Today),서울특별시,인터넷뉴스서비스,인터넷뉴스서비스,이인기,김지윤,,법인,전국,,(주)포럼디앤피,2016-01-25,(주)포럼디앤피,06779,서울특별시 서초구 강남대로18길 16-11 (양재동),02-578-2212
12937,다11073,학원창업닷컴뉴스,서울특별시,특수주간신문,주간,김규태,김규태,탁월 프린테크,법인,전국,,(주)케이티에듀레이션,2016-01-22,(주)케이티에듀레이션,08376,"서울특별시 구로구 디지털로33길 55, 1307호(구로동, 이앤씨벤처드림타워2차)",010-****-2289
12936,다11072,영농자재신문,서울특별시,특수주간신문,주간,이은원,이은원,(주)아이피디,법인,전국,,영농자재신문(주),2016-01-21,영농자재신문(주),05048,"서울 광진구 구의강변로3가길 33, 상가동 303호 (구의동, 구의현대7단지)",02-465-1005
12935,바00137,아이브매거진,서초,잡지,계간,송주환,송주환,으뜸프로세스(주),법인,전국,,,2016-01-20,아이브코퍼레이션,06748,"서울 서초구 양재천로 111 (양재동, 경훈빌딩) 3층",010-****-5371
12934,마00083,홈카페(Home Cafe),서초,잡지,격월간,지영구,문경라,아웃런프린팅,법인,전국,,주식회사 카페통,2016-01-20,주식회사 카페통,06781,"서울 서초구 동산로 71 (양재동, 마승빌딩)",010-****-4273
12933,다50511,파주일보,경기도,일반주간신문,주간,정현주,정현주,(주)타임문화,법인,지역,,(주)창림건축,2016-01-19,(주)창림건축,10870,"경기도 파주시 가람로21번길 27-40, 102호(와동동)",031-944-6300
12932,아04259,jkg신문,서울특별시,인터넷신문,인터넷신문,유호재,유호재,,법인,전국,,,2016-01-19,(주)국제문화교육원,06120,"서울특별시 강남구 강남대로114길 16, 3층 (논현동)",000-1833-5975
12931,사00008,GOOD LEADERS,강동,잡지,연2회간,김난숙,김난숙,남이,개인,전국,,,2016-01-18,,05390,서울 강동구 풍성로 161 (성내동),010-****-0040
12930,아00398,김천일보,경상북도,인터넷신문,인터넷신문,이명재,이명재,,개인,전국,,,2016-01-18,,39660,"경북 김천시 혁신2로 80 (율곡동, 골드클래스 상가) 104호",054-435-8838
12929,아04019,IDT(산업동향),서울특별시,인터넷신문,인터넷신문,이지혜,이지혜,,개인,전국,,,2016-01-18,,04038,"서울특별시 마포구 잔다리로 48, 3층 354호 (서교동, 정원빌딩)",02-2601-2322
12928,라00012,기쁜소식지,춘천,정보간행물,월간,정원일,이희수,태원출판사,법인,지역,"춘천,고성,양양 등",,2016-01-18,,24355,강원 춘천시 중앙로67번길 54 (약사동) 갤러리2층,033-252-3345
12927,다50510,한국사회안전신문,경기도,일반주간신문,주간,변재술,정연성,승리문화사,법인,지역,전국 및 해외,한국시큐리티 주식회사,2016-01-14,한국시큐리티 주식회사,15352,"경기도 안산시 단원구 화랑로 402, 801호, 802호, 803호 (고잔동, 신원빌딩)",031-481-8112
12926,라00477,여원,종로,잡지,월간,이정숙,이정숙,주식회사 다인애드피아,개인,전국,,,2016-01-14,,03157,"서울 종로구 종로 19, 836호 (종로1가, 르메이에르종로타운)",02-722-7029
12925,아04018,코리안드림타임즈,서울특별시,인터넷신문,인터넷신문,서인택,박종춘,,법인,전국,,,2016-01-14,(재)한국글로벌피스재단,04099,"서울특별시 마포구 서강로 60, 6층 (창전동, 미지빌딩)",02-3448-8500
12924,라00623,검경시사,서울중,잡지,월간,권시경,권시경,은하인쇄,법인,전국,,,2016-01-13,주식회사 검경합동신문,04517,"서울 중구 통일로 86, 701호 (순화동, 바비엥빌딩)",070-8939-3710
12923,마00002,아르(Are),달서,잡지,격월간,이화선,황윤희,부경인쇄,개인,전국,,,2016-01-13,,42703,대구광역시 달서구 성서로67안길 35 (이곡동),010-****-8009
12922,다00026,시사주간 대구경북,세종특별자치시,일반주간신문,주간,김병국,김병국,(주)중앙일보,법인,지역,"대구, 경북",,2016-01-12,주식회사 신세계뉴스통신,30019,"세종특별자치시 조치원읍 세종로 2449 (서창리, 세종방송빌딩 2층)",044-866-6811
12921,다11069,크리스천월드,서울특별시,특수주간신문,주간,김영환,채수빈,(주)타임문화,법인,전국,,,2016-01-11,(주)크리스천월드,08802,"서울특별시 관악구 솔밭로 28 , 201호(봉천동, 세광중앙교회)",02-3775-4514
12920,다01350,보령시장신문,충청남도,일반주간신문,주간,박혜경,박혜경,(주)타임문화,법인,지역,보령시,보령시장신문 주식회사,2016-01-11,보령시장신문 주식회사,33439,충남 보령시 봉산4길 38-17 (대천동),010-****-9317
12919,아00287,충남도민뉴스,충청남도,인터넷신문,인터넷신문,최진우,김은정,,법인,전국,,주식회사 우대토건,2016-01-11,주식회사 우대토건,32244,충남 홍성군 홍성읍 남장중로 63-26 (남장리),041-633-9181
12918,다04488,인쇄정보신문,부산광역시,일반주간신문,주간,김영찬,김영찬,선은종합인쇄,법인,전국,,,2016-01-07,(주)한국인,48729,"부산광역시 동구 중앙대로308번길 7-3, 3층(초량동)",051-929-7131
12917,아04016,소공인뉴스,서울특별시,인터넷신문,인터넷신문,곽의택,곽의택,,법인,전국,,(사)한국소공인진흥협회,2016-01-06,(사)한국소공인진흥협회,04545,"서울특별시 중구 창경궁로5다길 28, 201호 (산림동)",02-2264-1711
12916,아51350,열린교육연합미디어저널,경기도,인터넷신문,인터넷신문,임우선,임연웅,,개인,지역,"경기도 성남시, 광주시 일원",,2016-01-06,임우선(열린교육연합미디어저널),12735,"경기 광주시 초월읍 진새골길 71-65 (대쌍령리, 초월솔내음5차), 103호",031-703-4809
12915,라00565,독서신문 책과 삶,마포,기타간행물,월간,이완,이완,(주)중앙일보사,법인,전국,,주식회사 일두,2016-01-05,주식회사 일두,04072,"서울 마포구 독막로6길 9, 2층 2421호 (합정동)",010-****-9298
12914,바00177,노동사건 사례모음,강남,정보간행물,계간,정봉수,정봉수,(사)다옴복지회 인쇄사업장,법인,전국,,강남노무법인,2016-01-05,강남노무법인,06192,"서울 강남구 테헤란로 406, A-1501 (대치동, 샹제리제센터)",02-539-0098
12913,바00137,마음 풍경,마포,잡지,계간,김재광,김재광,월드피앤피,개인,전국,,,2016-01-04,,04151,"서울특별시 마포구 독막로 295 , 302호 (염리동,삼부골든타워)",02-711-4656
12912,바00136,융복합산업,마포,잡지,계간,하권찬,하권찬,삼신문화사,법인,전국,,(주)한국융복합산업센터,2016-01-04,(주)한국융복합산업센터,03908,"서울특별시 마포구 월드컵북로 361, 905호(상암동,DMC이안상암2단지)",02-6393-0573
12911,바00080,브로드컬리(BROADCALLY),용산,잡지,계간,조퇴계,조퇴계,(주)서울프로아트,개인,전국,,,2016-01-04,브로드컬리(BROADCALLY),04338,"서울 용산구 신흥로7길 51-11, 302호 (용산동2가)",010-****-6656
12910,아04015,estartup,서울특별시,인터넷신문,인터넷신문,이기현,이기현,,법인,전국,,레플커뮤니케이션(주),2016-01-04,레플커뮤니케이션(주),04310,"서울특별시 용산구 청파로47길 90, B102호 (청파동2가, 숙명여대 창업보육센터)",02-701-7480
12909,아00397,경북e뉴스,경상북도,인터넷신문,인터넷신문,윤정진,이소영,,개인,전국,,,2016-01-04,경북e뉴스,39629,경북 김천시 부곡맛고을1길 37 (부곡동) 2층,010-****-8319
12908,아00396,경북연합방송,경상북도,인터넷신문,인터넷신문,장영선,이용철,,법인,전국,,주식회사 대경미디어센터,2016-01-04,주식회사 대경미디어센터,39303,경북 구미시 금오산로10길 8-14 (원평동) 4층,054-441-8009
12907,아51348,서울창업신문,경기도,인터넷신문,인터넷신문,김정철,김정철,,개인,전국,,,2015-12-30,김정철(서울창업신문),10401,"경기 고양시 일산동구 중앙로 1305-30, 219-2호 (장항동, 마이다스 오피스텔)",031-901-8998
12906,아00223,로컬뉴스뱅크,광주광역시,인터넷신문,인터넷신문,안화숙,안중호,,개인,전국,,,2015-12-30,로컬뉴스뱅크,61048,"광주광역시 북구 우치로 290-1, 402호 (오치동)",062-451-5111
12905,아00286,담양BM뉴스,전라남도,인터넷신문,인터넷신문,정애선,정용택,,법인,전국,,사단법인담양군불교사암연합회,2015-12-30,사단법인담양군불교사암연합회,57346,"전남 담양군 담양읍 미리산길 28 (백동리, 담양 별해리 아파트), 103동 301호",061-383-2682
12904,아51951,펫이슈,경기도,인터넷신문,인터넷신문,류진국,장현순,,법인,전국,,주식회사 더펫코리아 (The Pet Korea),2015-12-30,주식회사 더펫코리아 (The Pet Korea),15448,"경기 안산시 단원구 광덕1로 64 (초지동, 현대프라자) 404호",031-403-2292
12903,다00005,해운대라이프,해운대,정보간행물,기타주간,예성탁,예성탁,대성인쇄,법인,전국,,(주)해운대라이프,2015-12-30,(주)해운대라이프,48102,"부산광역시 해운대구 해운대로781번길 33, 4층(중동)",051-743-1137
12902,다11066,용산뉴스,서울특별시,특수주간신문,주간,김미연,정호성,(주)나인애드,개인,지역,용산지역 및 유관지역,,2015-12-29,,07332,"서울 영등포구 국제금융로8길 27-9, 504호 (여의도동, 동북빌딩)",02-784-0845
12901,다11065,이코노미조선(Economy Chosun),서울특별시,일반주간신문,주간,방준오,김영수,(주)조광프린팅,법인,전국,,주식회사 조선비즈,2015-12-29,주식회사 조선비즈,04519,"서울 중구 세종대로 135,5층 (태평로1가, 코리아나호텔)",02-724-6090
12900,다11064,한양신문,서울특별시,일반주간신문,주간,현은지,김민석,디엠코리아(주),법인,전국,,서울매일 주식회사,2015-12-29,서울매일 주식회사,04373,"서울 용산구 청파로 46, 602호 (한강로3가, 한통빌딩)",02-855-6000
12899,바00128,여성의정,영등포,잡지,계간,이혜훈,김혜성,(주)씨마스커뮤니케이,법인,전국,,사단법인 한국여성의정,2015-12-29,사단법인 한국여성의정,07233,"서울특별시 영등포구 의사당대로 1, 국회의원회관, 942호(여의도동)",02-786-5050
12898,아04013,한국스토리,서울특별시,인터넷신문,인터넷신문,안보연,안보연,,법인,전국,,(주)한국스토리,2015-12-29,(주)한국스토리,03302,"서울 은평구 진관3로 32, 9층 비906호 (진관동, 은평뉴타운파크앤타워)",02-581-5985
12897,다50509,가로수신문,경기도,일반주간신문,주간,차중엽,정용순,디엠코리아(주),법인,지역,"경기도 광주, 이천, 여주",주식회사 가로수신문,2015-12-28,주식회사 가로수신문,17374,경기도 이천시 어재연로8번길 32 (중리동),031-637-1117
12896,바00012,악필,강북,잡지,계간,이지원,이지원,반디컴 피앤씨,개인,전국,,,2015-12-24,,01043,서울 강북구 노해로19길 12-12 (수유동),010-****-3245
12895,라00183,월간 맑은나무,송파,정보간행물,월간,김소연,김정현,그린칼라(주),개인,전국,,,2015-12-24,,05542,"서울 송파구 오금로11길 11-8, 401호 (방이동, 현대드림밸리)",02-1544-3167
12894,다11060,새개혁신문,서울특별시,특수주간신문,주간,김정훈,김정훈,(주)타임문화,개인,지역,국내 전지역(총회소속 교회),,2015-12-23,,06779,"서울 서초구 강남대로16길 3, 6층(양재동, 아산벤처타워)",070-7207-0050
12893,다50618,韓中LEADERS新聞,경기도,특수주간신문,주간,안태규,안태규,디엠코리아(주),개인,전국,"서울, 수도권",,2015-12-23,,18529,"경기 화성시 팔탄면 서해로1121번길 11, 501동 119호 (율암리, 발안현대공구타운)",02-545-7114
12892,다50617,동포법률지원신문,경기도,특수주간신문,주간,안태규,안태규,(주)경양,개인,전국,"서울, 수도권",,2015-12-23,,18529,"경기 화성시 팔탄면 서해로1121번길 11, 501동 119호 (율암리, 발안현대공구타운)",02-545-7114
12891,바00011,복지양산 people,양산,잡지,계간,나동연,김옥랑,양산인쇄문화사,법인,전국,,재단법인 양산시복지재단,2015-12-23,재단법인 양산시복지재단,50635,경상남도 양산시 동면 남양산1길 14,055-781-2015
12890,아00192,드림새마을금고,대구광역시,인터넷신문,인터넷신문,박두환,신돈식,,법인,전국,,드림 새마을금고,2015-12-23,드림 새마을금고,41559,대구광역시 북구 침산남로19길 14 (침산동),053-217-9400
12889,아00191,헤럴드대구경북,대구광역시,인터넷신문,인터넷신문,여충엽,여충엽,,법인,전국,,(주)헤럴드대구본부,2015-12-23,(주)헤럴드대구본부,42839,"대구 달서구 상화로58길 3, 2층 (도원동)",010-****-7893
12888,사00063,동고동락,서초,정보간행물,연2회간,권정현,이곤기,(주)보광문화사,법인,전국,,,2015-12-23,사카타코리아(주),06730,서울특별시 서초구 서초동 강남대로 273,02-3474-6671
12887,라00622,전시 가이드,서울중,정보간행물,월간,김은운,김동운,젤기획,법인,전국,,주식회사 인크라트,2015-12-23,주식회사 인크라트,04618,"서울 중구 동호로27길 25 (묵정동), 2층",02-2275-2999
12886,아00222,광주매일신문,광주광역시,인터넷신문,인터넷신문,이경수,이경수,,법인,전국,,,2015-12-22,㈜광주매스컴,61636,"광주광역시 남구 천변좌로338번길 16(구동, 구동오피스텔)",062-650-2000
12885,가00007,교차로인터넷,거제,정보간행물,일간,조신환,조신환,(주)아이피디,법인,지역,"거제, 통영, 고성",교차로인터넷 주식회사,2015-12-22,교차로인터넷 주식회사,53282,경남 거제시 거제면 거제남서로 4078-1 (소랑리),055-634-3333
12884,사00052,Epiphany (에피파니),용산,정보간행물,연2회간,홍상유,홍상유,평화당인쇄 주식회사,법인,전국,,에피파니(주),2015-12-22,에피파니(주),04350,"서울 용산구 이태원로27길 37-24 (이태원동), 201호",010-****-6273
12883,다00363,함평타임즈,전라남도,일반주간신문,주간,이운상,김진,주식회사 대한칼라,법인,지역,함평,함평누리협동조합,2015-12-21,함평누리협동조합,57152,"전남 함평군 함평읍 중앙길 80 (기각리, 연합의원)",061-324-5900
12882,다00362,투데이영광,전라남도,일반주간신문,주간,강동석,강동석,(주)남도프린테크,법인,지역,,주식회사 투데이영광,2015-12-21,주식회사 투데이영광,57035,전남 영광군 영광읍 월현로 263-5 (송림리),061-351-1011
12881,다00360,완도뉴스,전라남도,일반주간신문,주간,조해경,조해경,주식회사 대한칼라,법인,지역,완도군,(유)완도뉴스,2015-12-21,(유)완도뉴스,59123,전남 완도군 장보고대로 292,010-****-5581
12880,바00011,푸른문학,강북,잡지,계간,이혜순,이혜순,예림인쇄,개인,전국,,,2015-12-21,,01073,"서울 강북구 도봉로 313 (수유동, 효성인텔리안오피스텔), 1905호",02-992-0333
12879,사00002,한국커피연구,평택,잡지,연2회간,강창범,강창범,(주)현문자현,법인,전국,,주식회사 커피투데이,2015-12-21,주식회사 커피투데이,17915,경기도 평택시 중앙2로 154-1 (합정동),070-7520-2114
12878,라00476,car,종로,정보간행물,월간,허준,최재형,웰컴 피앤피,법인,전국,,,2015-12-21,지비미디어(주),03189,"서울 종로구 종로12길 10 (관철동, 종로우리빌딩), 5층",02-725-3307
12877,바00006,에듀링크,울산남,잡지,계간,김홍무,정광주,반석인쇄출판사,단체,전국,,,2015-12-18,,44696,울산 남구 왕생로168번길 15 (삼산동),052-272-3119
12876,아01093,여여향기,울산광역시,인터넷신문,인터넷신문,이항재,이항재,,개인,전국,,,2015-12-18,,44667,"울산 남구 문수로 488 (신정동, C1020 8층)",052-267-0108
12875,라00053,애널리스트(Analyst),은평,잡지,월간,김지완,김지완,진영인쇄기획,개인,전국,,,2015-12-17,,03321,"서울 은평구 갈현로29길 40, 603호 (갈현동)",070-8245-9959
12874,라00231,코스메틱 저널 코리아 (COSMETIC JOURNAL KOREA),금천,잡지,월간,길태윤,길태윤,(주)한솔인쇄,법인,전국,,주식회사 코스인,2015-12-16,주식회사 코스인,08513,"서울 금천구 디지털로 178, 비동1103호 (가산동, 가산퍼블릭)",02-2068-3413
12873,다00001,울진?영덕 생활정보지,울진,정보간행물,주간,장영인,권재민,울진정보화사업단,개인,지역,,,2015-12-16,장영인,,경북 울진군 울진읍 죽변면 후정3길 12,054-783-7994
12872,라00815,에듀인포,강남,잡지,월간,하정석,하정석,(주)학림프린트,개인,전국,,,2015-12-15,,06181,서울 강남구 영동대로85길 20-7 (대치동),010-****-1901
12871,다01314,대전아파트신문,대전광역시,특수주간신문,주간,강신구,강신구,대한신문인쇄(주),법인,지역,"대전,세종,충남,충북",주식회사 케이커머스,2015-12-14,주식회사 케이커머스,34168,"대전 유성구 대학로 31, 2204호(봉명동, 한진리조트오피스텔)",042-256-3422
12870,라10035,Executive Briefing,용산,기타간행물,월간,오연관,오연관,삼광 프린팅,법인,전국,,,2015-12-14,삼일인포마인 주식회사,04321,서울시 용산구 한강대로 273(갈월동),02-3489-3100
12869,라00182,상장례산업뉴스,송파,잡지,월간,임택,임택,(주)아이피디,개인,전국,,,2015-12-14,,05604,"서울시 송파구 백제고분로29길 7, 102호(삼전동)",02-419-8677
12868,사00069,딴짓,마포,잡지,연2회간,박초롱,박초롱,(주)디앤디자인커뮤니케이션,개인,전국,,,2015-12-14,딴짓,04051,"서울 마포구 신촌로2길 19, 마포출판문화진흥센터 313호 (동교동)",070-4065-0465
12867,아04009,한국교육정보투데이,서울특별시,인터넷신문,인터넷신문,강희수,강희수,,법인,전국,,(주)한국원격교육진흥원,2015-12-14,(주)한국원격교육진흥원,04778,"서울 성동구 왕십리로8길 4, 3층(성수동1가)",070-4633-2929
12866,다00002,사거리,공주,정보간행물,주간,전홍근,전홍근,왕궁인쇄,개인,지역,,,2015-12-14,,32556,충남 공주시 버드나무1길 13-1,041-853-0126
12865,바00177,ECO TODAY(에코투데이),서울중,잡지,계간,조세윤,정성남,삼진프린텍,법인,전국,,,2015-12-11,,04555,"서울특별시 중구 수표로12길8, 정양빌딩3층(저동2가)",02-2275-8034
12864,아02329,경남인터넷신문,경상남도,인터넷신문,인터넷신문,이재윤,이재윤,,법인,전국,,경남인터넷신문(주),2015-12-11,경남인터넷신문(주),50959,"경남 김해시 분성로 14, 125동 901호(외동, 일동한신아파트)",010-****-5505
12863,마00010,프린팅경기,수원,정보간행물,격월간,김만규,우영자,지원디지탈출력센타,법인,지역,경기도 및 수원,(사)경기도인쇄문화협회,2015-12-11,(사)경기도인쇄문화협회,16457,"경기 수원시 팔달구 효원로 27 (매산로3가, 대동빌딩) 203호",031-252-8515
12862,라00003,울진이네,울진,잡지,월간,장영인,권재민,울진정보화사업단,개인,지역,울진,,2015-12-10,,36316,경상북도 울진군 죽변면 후정3길 12(2층),010-****-8547
12861,라10120,유레카,용산,잡지,월간,김지나,김지나,(주)서울프로아트,법인,전국,,,2015-12-10,,,,--
12860,아04008,여의도티비뉴스,서울특별시,인터넷신문,인터넷신문,신태현,신태현,,법인,전국,,(주)여의도증권미디어그룹,2015-12-10,(주)여의도증권미디어그룹,07327,"서울특별시 영등포구 여의나루로 67, 1205-엘에스43호(여의도동, 신송빌딩)",02-6672-4911
12859,자00510,사이언티픽크리틱스,서울특별시,인터넷뉴스서비스,인터넷뉴스서비스,김주년,김주년,,법인,전국,,(주)파워인아시아,2015-12-10,(주)파워인아시아,08378,"서울특별시 구로구 디지털로 306, 810호(구로동, 대륭포스트타워2차)",070-7746-9190
12858,라00097,NATURAL PARK,성동,잡지,월간,김성호,김성호,동영인쇄(주),법인,전국,,주식회사 부원,2015-12-09,주식회사 부원,04798,"서울 성동구 성수이로 22길 51-1 , 4층(성수동2가)",010-****-5789
12857,아04006,팝엔터,서울특별시,인터넷신문,인터넷신문,신태현,신태현,,법인,전국,,(주)여의도증권미디어그룹,2015-12-09,(주)여의도증권미디어그룹,07327,"서울특별시 영등포구 여의나루로 67, 1205-엘에스43호(여의도동, 신송빌딩)",02-6672-4911
12856,라00094,월간교육,관악,잡지,월간,이돈희,이돈희,지성토탈,개인,전국,,,2015-12-08,,08801,서울특별시 관악구 남부순환로247다길 12,010-****-8162
12855,아00284,아트포뉴스,전라남도,인터넷신문,인터넷신문,정회수,차경미,,법인,전국,,,2015-12-08,주식회사 아트포,58117,전남 화순군 화순읍 만연로 72-4,061-371-0102
12854,가00004,상주부동산신문,상주,전자간행물,일간,강장래,강장래,,개인,전국,,,2015-12-08,,37181,경상북도 상주시 삼백로 95-1,010-****-5432
12853,바00027,PLUM BOON(플럼 분),금천,기타간행물,계간,양원석,지소연,다라니,법인,전국,,,2015-12-07,주식회사 알에이치코리아,08588,"서울 금천구 가산디지털2로 53, 20층 (가산동, 한라시그마밸리)",02-6443-8800
12852,바00001,아름다운가정을위하여,예천,잡지,계간,김병우,김병우,에스앤에스,개인,전국,,,2015-12-07,,36838,경상북도 예천군 유천면 송전길 13,010-****-3379
12851,라00012,폴리진세상,김해,잡지,월간,허남철,최진욱,주식회사 대성인쇄,법인,전국,,주식회사 경남복지뉴스,2015-12-07,주식회사 경남복지뉴스,50928,"경상남도 김해시 활천로36번길 1-15, 2층(삼정동)",055-314-0421
12850,라11661,아이넷바이오팜,서초,정보간행물,월간,박연수,박연수,홍이 인쇄,법인,전국,,주식회사 골든라이프,2015-12-06,주식회사 골든라이프,06754,"서울 서초구 양재천로 11길 34 1층(양재동, 아이넷 빌딩)",02-3663-9201
12849,라00028,푸른숲 맑은샘,안산,잡지,월간,김성겸,나성주,(주)예원프린팅,개인,전국,,,2015-12-04,,15585,"경기도 안산시 상록구 석호공원로 8, 303호 (사동, 안산동산교회 아카페센터)",031-400-1195
12848,라00019,매거진 꽃신 라이프,원주,잡지,월간,윤재훈,윤재훈,와우프레스(주),개인,전국,,,2015-12-03,,26444,강원도 원주시 치악로 1774-1(개운동),033-765-2576
12847,아00286,주간 태안신문,충청남도,인터넷신문,인터넷신문,전창균,신문웅,,법인,전국,,,2015-12-03,주식회사 태안신문사,32144,"충남 태안군 태안읍 군청로 32 (남문리, 2층 신흥빌딩)",041-673-7762
12846,다11057,인디포커스,서울특별시,일반주간신문,주간,김은호,김은호,(주)아이피디,법인,전국,,인디포커스 주식회사,2015-12-02,인디포커스 주식회사,07238,"서울 영등포구 국회대로74길 20, 4층 404호 (여의도동, 맨하탄21리빙텔)",010-****-9334
12845,라00178,QOMPASS(콤파스),금천,잡지,월간,김영,홍미경,태양인쇄,법인,전국,,,2015-12-02,주식회사 한국정책미디어,08511,"서울 금천구 디지털로9길 47 ,1303-1호(가산동, 한신IT 타워2차)",02-852-8445
12844,아04001,리서치페이퍼(Research paper),서울특별시,인터넷신문,인터넷신문,유제원,유제원,,법인,전국,,(주)리서치페이퍼,2015-12-01,(주)리서치페이퍼,04166,"서울 마포구 토정로35길 11, 5층 5372호 (용강동, 인우빌딩)",070-7379-8234
12843,다00011,시사경기저널,안산,정보간행물,주간,원용연,원용연,(주)철도인쇄공사,개인,지역,,,2015-12-01,,15470,"경기 안산시 단원구 광덕대로 154 (고잔동, 로데오타운)",031-502-1711
12842,라00004,경주매거진,경주,정보간행물,월간,김윤식,김윤식,(주)아이피디,개인,지역,경주시,,2015-12-01,,38156,경북 경주시 원효로 5-1 (성건동),054-620-0155
12841,다00013,하민FUN신문,전주,정보간행물,주간,이근민,박경원,피앤비,개인,지역,전주,,2015-12-01,,54969,전북 전주시 완산구 효자로 194 (효자동3가),070-4909-3689
12840,사00008,사회현상과심리,광명,잡지,연2회간,유금순,유금순,신영카피사,개인,전국,,,2015-11-30,,"14202,","경기도 광명시 오리로 992, 706호 (광명동, 리더스빌딩)",02-6080-1100
12839,바00050,열린시학,서대문,잡지,계간,김월수,김동찬,(주)상지사피앤비,개인,전국,,,2015-11-27,김월수,58944,전남 진도군 임회면 죽림길 101 (죽림리),010-****-3174
12838,라00464,중국경제매거진,영등포,잡지,월간,장수정,곽윤관,합동인쇄사     ,법인,전국,,(주)후이런뉴미디어,2015-11-27,(주)후이런뉴미디어,150975,"서울특별시 영등포구 여의대방로65길 20, 1101호 (여의도동, 호성빌딩 신관)",02-782-5306
12837,라00075,동서울지회소식지,강동,기타간행물,월간,김석봉,소재길,(주)성원애드피아,개인,전국,,,2015-11-26,,134869,"서울특별시 강동구 올림픽로 698 , 6층 (천호동, 민호빌딩)",02-477-1291
12836,라10034,생명의삶 플러스,용산,잡지,월간,이형기,이형기,아트프린팅(주),법인,전국,,,2015-11-26,사단법인 두란노서원,04398,서울시 용산구 서빙고로65길 38,02-2078-3400
12835,라10033,생명의삶 큰글자 우리말성경,용산,잡지,월간,이형기,이형기,아트프린팅(주),법인,전국,,,2015-11-26,사단법인 두란노서원,04398,서울시 용산구 서빙고로65길 38,02-2078-3400
12834,라10032,생명의삶 큰글자 개역개정판,용산,잡지,월간,이형기,이형기,아트프린팅(주),법인,전국,,,2015-11-26,,04398,서울시 용산구 서빙고로65길 38,02-2078-3400
12833,바00026,트라모푸 K(TRAMOFU K),금천,잡지,계간,이종린,이종린,에이스그룹(주),법인,전국,,에이스그룹 주식회사,2015-11-26,에이스그룹 주식회사,08503,"서울특별시 금천구 가산디지털1로 165, 1501호(가산동, 가산비즈니스센터)",070-8672-4094
12832,아03999,법률저널,서울특별시,인터넷신문,인터넷신문,공태현,이상년,,법인,전국,,,2015-11-26,(주)법률저널,08837,"서울특별시 관악구 복은4길 50, 6층(신림동)",02-874-1144
12831,아00190,소비자뉴스,대구광역시,인터넷신문,인터넷신문,박상욱,박상욱,,개인,전국,,,2015-11-26,,"41809,",대구광역시 서구 국채보상로76길 39-27 (비산동),070-4686-7700
12830,바00174,라이프 앤 도그(LIFE AND DOGUE),강남,정보간행물,계간,이수진,이수진,(주)갑우문화사,법인,전국,,(주)이강피엔씨,2015-11-26,(주)이강피엔씨,06025,"서울특별시 강남구 논현로152길 13,2층 (신사동,유림빌딩)",02-2058-0727
12829,라00620,코리아 이슈 타임즈,서울중,잡지,월간,김기호,김기호,한가람커뮤니케이션즈,개인,전국,,,2015-11-25,,04558,"서울특별시 중구 마른내로 72, 504호(인현동2가)",02-336-5695
